split,class,class_num,orig_class,orig_class_num,im_path,url
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_10110_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_10110_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_1013_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_1013_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_10456_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_10456_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_10574_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_10574_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_10702_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_10702_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_1075_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_1075_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_1080_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_1080_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_1090_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_1090_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_11054_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_11054_n01592084.JPEG
natural,chickadee,3,chickadee,19,natural/unit [19]/n01592084_1112_n01592084.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [19]/n01592084_1112_n01592084.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10028_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10028_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10036_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10036_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10085_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10085_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10098_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10098_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10186_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10186_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10187_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10187_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10188_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10188_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10214_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10214_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10216_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10216_n02256656.JPEG
natural,cicada,4,cicada,316,natural/unit [316]/n02256656_10275_n02256656.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [316]/n02256656_10275_n02256656.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10155_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10155_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10166_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10166_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10202_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10202_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10226_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10226_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10255_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10255_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10258_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10258_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10281_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10281_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10285_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10285_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10429_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10429_n01978287.JPEG
natural,crab,5,crab,118,natural/unit [118]/n01978287_10473_n01978287.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [118]/n01978287_10473_n01978287.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_10773_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_10773_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_10775_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_10775_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_10776_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_10776_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_10909_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_10909_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_10937_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_10937_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_11600_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_11600_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_11898_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_11898_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_11949_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_11949_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_12233_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_12233_n07930864.JPEG
natural,cup,6,cup,968,natural/unit [968]/n07930864_12242_n07930864.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [968]/n07930864_12242_n07930864.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10048_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10048_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10118_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10118_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10172_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10172_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10273_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10273_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_1029_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_1029_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10354_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10354_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10393_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10393_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10431_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10431_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10657_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10657_n01688243.JPEG
natural,frill_lizard,7,frill_lizard,43,natural/unit [43]/n01688243_10811_n01688243.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [43]/n01688243_10811_n01688243.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10014_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10014_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10035_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10035_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10086_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10086_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10087_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10087_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10213_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10213_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10242_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10242_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10286_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10286_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_1034_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_1034_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10408_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10408_n01443537.JPEG
natural,goldfish,8,goldfish,1,natural/unit [1]/n01443537_10446_n01443537.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [1]/n01443537_10446_n01443537.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10157_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10157_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_1017_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_1017_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10251_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10251_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_1025_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_1025_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10302_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10302_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10455_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10455_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10493_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10493_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10549_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10549_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_10813_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_10813_n03769881.JPEG
natural,minibus,9,minibus,654,natural/unit [654]/n03769881_1094_n03769881.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [654]/n03769881_1094_n03769881.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10067_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10067_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10119_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10119_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10211_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10211_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10222_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10222_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10292_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10292_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10334_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10334_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10365_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10365_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10545_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10545_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10567_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10567_n03452741.JPEG
natural,piano,10,piano,579,natural/unit [579]/n03452741_10597_n03452741.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [579]/n03452741_10597_n03452741.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10043_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10043_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10154_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10154_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_1015_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_1015_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10173_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10173_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10208_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10208_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_1070_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_1070_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10747_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10747_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_1090_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_1090_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_10992_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_10992_n04254680.JPEG
natural,soccer_ball,11,soccer_ball,805,natural/unit [805]/n04254680_11372_n04254680.JPEG,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/natural/unit [805]/n04254680_11372_n04254680.JPEG
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_0.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_1.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_2.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_3.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_4.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_5.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_6.png
robust_resnet50-Stretch_in_conv25,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in conv25/unit_[179]_Stretch in conv25_7.png
